Category	URL	Description
Медиа/творчество	https://t.me/castings	Кастинги в Москве
Медиа/творчество	https://t.me/jobpower	Jobpower
Медиа/творчество	https://t.me/Ludivkulture	Люди в Культуре
Медиа/творчество	https://www.facebook.com/groups/onkneeproduction/	Clapper
Медиа/творчество	https://www.facebook.com/groups/kinorabotniki/	Киноработники
Медиа/творчество	https://www.facebook.com/groups/workinart/about/	Работа в сфере искусства
Медиа/творчество	https://www.facebook.com/groups/RabotnikiTV/	Работники ТВ
Медиа/творчество	https://www.facebook.com/groups/kasting/	Кастинг
Медиа/творчество	https://vk.com/artworkpeople	Работа для творческих людей
Медиа/творчество	https://vk.com/journ_job	Вакансии для журналистов
Медиа/творчество	https://vk.com/board1824915	Журналист
Медиа/творчество	https://vk.com/incredible_screenwriter	Невероятная жизнь сценариста
Медиа/творчество	https://vk.com/club1651	ЖУРНАЛИСТЫ.RU
Медиа/творчество	https://vk.com/massovkiru	Массовки.ру
Медиа/творчество	https://vk.com/massovka_moskva	Массовка
Медиа/творчество	https://vk.com/telepropusk	Телепропуск
Медиа/творчество	https://vk.com/art_vakansia	ART Вакансия
Медиа/творчество	http://Mediajobs.ru	Mediajobs.ru
Медиа/творчество	http://vdhl.ru/	vdhl.ru
HR	https://t.me/hh_vacancy_hr	Вакансии для HR
HR	https://t.me/HRArchitect	HR-архитектор
HR	https://t.me/job_in_hr	HR Вакансии
HR	https://t.me/hrhubvacancy	HR[хаб]вакансии
HR	https://t.me/HRorHR	эйчарли
HR	https://t.me/jobs_vacancy_cv	Вакансии и резюме
HR	https://t.me/work_hr	Удаленная работа для HR
HR	https://t.me/forhr	Job for HR (IT & Digital)
HR	https://t.me/your_human_resources	Your Human Resources
HR	https://t.me/runello_rus_hr	HR Job Offers
HR	https://t.me/rff_chat	Recruitment for friends Chat
HR	https://t.me/workhrhr	Jobs HR |Вакансии и Резюме
HR	https://t.me/hrterra	HR | TERRA Работа, Вакансии
HR	https://t.me/CnBChatRUnCIS	C&B Russia&CIS
HR	https://t.me/Hrlead	Сообщество HR–специалистов
HR	https://t.me/workhrhr	Jobs HR
HR	https://t.me/HRatWork	HR за работой
HR	https://t.me/work_for_top	JOB FOR TOP
HR	https://t.me/hrhubworld	HR[хаб]world
HR	https://t.me/hrhubresume	HR resume
HR	https://t.me/hrhubvacancy300	300HR[хаб]вакансии
HR	https://t.me/hrhubvacancy	HR[хаб]вакансии
HR	https://t.me/digital_hr	DigitalHR
HR	https://t.me/work_hr	Удаленная работа для HR
HR	https://t.me/hrvacancies_rff	HR Вакансии
HR	https://t.me/kdpvacancies_rff	Вакансии в Кадрах, C&B, HR
HR	https://t.me/HRSOYUZ	HR СОЮЗ [HR вакансии]
HR	https://t.me/tutvacancy	HR - Вакансии
HR	https://t.me/jobs_vacancy_cv	Вакансии и резюме HR-специалистов
HR	https://t.me/hr_only	Клуб эйчаров
HR	https://t.me/Hrbazaar	HR-аналитика
HR	https://t.me/kadrovikichat	Кадровики
HR	https://t.me/chat_clubtk	Чат кадровиков
HR	https://t.me/schoolkontur_staffchat	Летучка кадры и HR
HR	https://t.me/medkadrovik	Кадровики в медицине
HR	https://t.me/ProKadryBY	КАДРОВИКИ РБ
HR	https://www.facebook.com/groups/vacancy.hr/	Вакансии&Кандидаты
HR	https://www.facebook.com/groups/CnB.CIS/	C&B Russia&CIS
HR	https://www.facebook.com/groups/hrkhab/	HR хаб
HR	https://www.linkedin.com/groups/5118638/	Вакансии в HR
HR	https://www.linkedin.com/groups/9162653/	HR СОЮЗ
HR	https://www.linkedin.com/groups/4284609/	SELL YOUR HR HEAD
HR	https://www.linkedin.com/groups/13747077/	Вакансии и Кандидаты
HR	https://www.linkedin.com/groups/5118846/	HR объявления и вакансии
HR	https://t.me/connecticum_ccic	Коннектикум
HR	https://www.facebook.com/groups/239046233444075/	Вакансии для HR
HR	https://www.facebook.com/groups/2250348534991481/	T&D запросы и вакансии
HR	https://www.facebook.com/groups/russian.lawyers.online/	Юристы
HR	https://www.facebook.com/groups/1552134701718237/	Постоянная работа для юристов в России
HR	https://www.facebook.com/groups/lawpartyrus	LawParty
HR	https://www.facebook.com/groups/469765170848753/	
HR	https://t.me/jobs_finlegal	Legal Jobs
HR	https://t.me/hh_vacancy_lawyers	Вакансии для юристов
HR	https://t.me/aestheticsoflawjob	Вакансии для юристов
HR	https://t.me/legal_jobs	Юридические вакансии
HR	https://t.me/jurrussia	Юристы России│Чат
HR	https://t.me/joblawyer	Ищу юриста
HR	https://t.me/legaljobs_ip_it	Вакансии IP и IT юристов
HR	https://t.me/legaltalents	Legal Talents
HR	https://t.me/club_lawyers	Lawyers.Club
HR	https://t.me/legaljobsradar	Вакансии Для Юристов
HR	https://t.me/job_lawyer_junior	Вакансии Младших Юристов
HR	https://t.me/finexecutive	
HR	https://t.me/jobs_finlegal	FinExecutive
HR	https://t.me/hh_vacancy_accountants	Работа для бухгалтеров
HR	https://t.me/tpeople	Работа в финансах
HR	https://t.me/work_in_accounting	Работа бухгалтерам, аналитикам
HR	https://t.me/buhjob	Бухджоб
HR	https://t.me/bankman_20	BANKMAN
HR	https://t.me/top_fins	ФИНСОЮЗ
HR	https://t.me/chatbuhgalterov	Чат Бухгалтеров
HR	https://t.me/buhgalterskij_networking_lite	Бухгалтерский нетворкинг
HR	https://t.me/ip_biznes	Чат ТОП Бухгалтеров РФ
HR	https://t.me/buhhunter	Бухантер — chat
HR	https://t.me/buhgalter_rossia1	1C Бухгалтерия
HR	https://t.me/working_in_finance	Вакансии бухгалтерам, экономистам
HR	https://t.me/cfa_club	CFA Community
HR	https://t.me/vacancyBuh	Вакансии бухгалтеров в РК
HR	https://t.me/ACCjobUZ	Работа для БУХГАЛТЕРА.UZ
HR	https://t.me/acca_club	Acca Community
HR	https://www.facebook.com/groups/taxlawyers/	Налоговые юристы и консультанты
HR	https://www.facebook.com/groups/cfo.vacancy/	CFO вакансии
HR	https://www.facebook.com/groups/CFOCLUB.ORG/	CFOCLUB
HR	https://www.facebook.com/groups/klerk/	Красный уголок бухгалтера
HR	https://www.facebook.com/groups/1431332177130672/	Работа Финансы и бухгалтерия
Консалтинг	https://t.me/careerinconsulting	
Консалтинг	https://t.me/jobs_finlegal	Карьера в консалтинговых фирмах
Консалтинг	https://t.me/consulting_alumni	Job Board - Consulting Alumni
Консалтинг	https://t.me/costa_case_chat	Career chat - Costa Case Club
Консалтинг	https://t.me/costa_case_club	Costa Case Club Channel
Консалтинг	https://t.me/jabroad	Карьера в стратегии и аналитике
Образование	https://t.me/edujobs	Вакансии в образовании
Образование	https://t.me/edmarketclubjob	EdMarket Club (вакансии)
Образование	https://t.me/razoom_jobs	Вакансии Разумных
Образование	https://t.me/newmethodologist/1	Сообщество Методистов
Образование	https://t.me/vacancy_teacher	Вакансии | Учителям,
Образование	https://t.me/pedagog_rabota	Вакансии педагоги и
Образование	https://t.me/job_in_zdrav	Медицина, врачи. Вакансии
Образование	https://t.me/job_in_med	Медицинские вакансии
Образование	https://t.me/cardiologlove	THE SYNAPSUS Cardiology
Образование	https://t.me/radiologyMMAchat	Radiology/Рентгенология
Образование	https://t.me/it_in_med	IT В МЕДИЦИНЕ
Образование	https://www.facebook.com/groups/restbusiness/	Ресторанный бизнес
Образование	https://www.facebook.com/groups/239425886183391	PR и персонал для ресторанов
Образование	https://t.me/hh_vacancy_horeca	Работа в кафе, барах
Образование	https://t.me/RestorHoreca	Работа
Образование	https://t.me/RestoranHR	Resto HR
Образование	https://t.me/horecahr	HRC HR
Образование	https://t.me/HotelsHR	Hotel HR
Образование	https://t.me/HotelBusinessJobs	ВАКАНСИИ В ОТЕЛЯХ
Образование	https://t.me/hrchrtop	HRC HR TOP
Образование	https://t.me/waiterspb	Чаевые включены в счет. СПб.
Образование	https://t.me/horecaworks	Работа в HoReCa СПб
Образование	https://t.me/personalrestoranUMA	Персонал для ресторанов
Образование	https://t.me/expomodels	Работа для хостес в Москве
Образование	https://t.me/horeca_work	РАБОТА В ОБЩЕПИТЕ
Образование	https://t.me/Horeca_Job	HoReCa Job MoscoW
Образование	https://www.linkedin.com/groups/5110787/	Vacancies in Hospitality (Russia)
Образование	https://t.me/archprojectru	Проектировщики России
Образование	https://t.me/pro_pto	ПТОшники & ПРОектировщики
Образование	https://t.me/hrisipto	Работа для инженеров ПТО
Образование	https://t.me/vakansitr	ПРО-ПТО (Вакансии & Резюме)
Образование	https://t.me/archprojectkz	Проектировщики Казахстана
Образование	https://t.me/arkhitektory_chat	Архитектор / Проектировщик
Образование	https://vk.com/club926103	Проектировщики поможем друг-другу!
Образование	https://vk.com/proektirovshik	Инженеры-проектировщики
Образование	https://vk.com/club61764044	Проектировщики
Образование	https://t.me/psoyuz	HR Промышленный СОЮЗ
Образование	https://t.me/zavodistoyat	Заводы стоят: работа для технарей
Образование	https://t.me/hh_vacancy_builders	Вакансии для строителей
Образование	https://t.me/hh_vacancy_engineers	Работа для инженеров
Образование	https://t.me/hh_vacansy_working_staff	Рабочие вакансии
Образование	https://t.me/Polit_Jobs	Polit.Job
Образование	https://t.me/SportHunter	SportHunter
Образование	https://t.me/marketplacejob	Работа на маркетплейсах
Образование	https://t.me/rabotauvalery	Вакансии в НКО
Образование	https://t.me/delaemknigi	Делаем книги
Образование	https://t.me/urbanjob	URBAN JOB
Образование	https://t.me/freid_ko	Вакансии в психологии
Образование	https://t.me/sewing_people	Вакансии швейного производства
Образование	https://t.me/getinfobiz	По инфобизнесу
Образование	https://t.me/infobiz_choogl	Работа - Инфобизнес
Образование	https://t.me/Menedzhery_marketpleysov_Chat	Менеджеры маркетплейсов
Образование	https://t.me/wasa_job	Вакансии для архитекторов
Образование	https://t.me/interior_russia	ДИЗАЙНЕРЫ & АРХИТЕКТОРЫ
Образование	https://www.linkedin.com/groups/111776/	Pharma Professionals
Образование	https://www.linkedin.com/groups/2813871/	RUSSIA Automotive
Образование	https://www.linkedin.com/groups/3788420/	Russia Supply Chain
Образование	https://www.linkedin.com/groups/4098452/	Career in FMCG, Retail
Образование	https://www.linkedin.com/groups/8263668/	СТРОИТЕЛЬСТВО
Образование	https://www.linkedin.com/groups/6610610/	АГРО-ПРАКТИКИ
Образование	https://www.linkedin.com/groups/13754641/	ВСЕ ВАКАНСИИ РИТЕЙЛА
Образование	https://vk.com/vakvak	Вакансии для переводчиков
Образование	https://www.facebook.com/groups/agrofmcg/	AGRO&FMCG Job
Образование	https://www.facebook.com/groups/PAKhab/	РА хаб
Образование	https://www.facebook.com/groups/insuranceworld/	Мир страхования
Образование	https://www.facebook.com/groups/1761179790706204/	Профессионалы FMCG/HoReCa/DIY
Образование	https://t.me/RussianGoverCalls	Первый о госслужбе
Образование	https://t.me/vacancy_gossector	Вакансии госсектор
Образование	https://t.me/hh_internships	hh students
Образование	https://t.me/hh_vacancy_side_job	Подработка от hh.ru
Образование	https://t.me/fmcg_job	Вакансии FMCG, RETAIL и ECOMM
Образование	https://t.me/translationsTranslators	Переводы и переводчики
Образование	https://t.me/linguohunter	LinguoHunter
Образование	https://t.me/rabota_vahtaA	Вахтовик
Образование	https://t.me/vahtovikru	РАБОТА ВАХТОЙ
Образование	https://t.me/work_for_buyers	Закупки. Вакансии
Образование	https://t.me/procurement_best_practices	ЭТО ЗАКУПКИ
Образование	https://t.me/jobved	Вакансии в сфере таможни, логистики
Образование	https://t.me/scm_jobs	Карьера и работа в логистике
Образование	https://t.me/vahtovikitut	Вахтовики
Образование	https://t.me/Rabota_Vahtax	Работа | ВАХТА
Образование	https://vk.com/public21821398	Вакансия Работа Вахтой
Образование	https://vk.com/rabota_vahtaa	Работа Вахта
Образование	https://t.me/SmartAbroad%20	SmartAbroad
Образование	https://t.me/brain_drain_ru	Brain Drain
Образование	https://t.me/BROOTTO_Jobs	Работа в Израиле
Образование	https://t.me/digitalbroccoli	Brocli: зарубежный фриланс
Образование	https://t.me/jobs_in_dubai	Jobs in Dubai
Образование	https://t.me/young_relocate	Yo Relocate
Образование	https://t.me/rabotavispanii	РАБОТА В ИСПАНИИ
Образование	https://t.me/top_rel	РЕЛОКАЦИЯ
Образование	https://t.me/germanworks_chat	Work-in-Germany
Образование	https://t.me/jobinde	Работа в Германии
Образование	https://t.me/workinpolandi	Работа в Польше
Образование	https://t.me/warsawwork	Работа Польша
Образование	https://t.me/jobsincyprusgroup	Job in Cyprus
Образование	https://t.me/rabotavserbii	Работа в Сербии
Образование	https://t.me/pratsa_vakansiic	Работа в Минске
Образование	https://t.me/jobs_ge	ВАКАНСИИ Грузия
Образование	https://t.me/georgiaitjobs	Работа в ИТ
Образование	https://t.me/StartupJobsInFinland	Startup Jobs in Finland
Образование	https://t.me/phuket_work	Пхукет | Таиланд
Образование	https://t.me/tailand_rabota	Таиланд работа
Образование	https://t.me/Singapore_Jobs_SG	Singapore Jobs
Образование	https://t.me/singaporeparttimejobs	Singapore Part Time Jobs
Образование	https://t.me/sgjob4u	(Singapore Jobs)
Образование	https://t.me/salesjobsuz	SALES JOBS UZ
Образование	https://t.me/BROOTTO_Jobs	Работа в Израиле
Образование	https://t.me/dubai_hotel_jobs	Dubai hotel Jobs
Образование	https://www.facebook.com/groups/work.stream/	РАБОТА В ЕВРОПЕ
Образование	https://www.facebook.com/groups/1992013360971019/	Работа в Европе для всех
Образование	https://www.facebook.com/groups/1387343911620115/	Работа в Европе
Образование	https://www.facebook.com/groups/590377451723356/	Работа в Грузии
Образование	https://www.facebook.com/groups/balticjob/	Jobs and vacancies in Latvia
Образование	https://www.facebook.com/groups/russian.jobs.europe/	Russian speaking jobs
Образование	https://www.linkedin.com/groups/8496166/	Jobs in Kazakhstan
Образование	https://www.linkedin.com/groups/8496318/	Jobs in Belarus
Образование	https://www.linkedin.com/groups/8494088/	Jobs in Azerbaijan
Образование	https://www.linkedin.com/groups/2599090/	Uzbekistan Jobs
Образование	https://www.linkedin.com/groups/8493301/	Jobs in Georgia (Tbilisi)
Образование	https://www.linkedin.com/groups/6707058/	Actual Vacancies in Kazakhstan
Образование	https://www.linkedin.com/groups/3169301/	JOB in Turkmenistan
Образование	https://www.indeed.com/	indeed.com
Образование	https://nl.talent.com/	nl.talent.com
Образование	https://www.linkedin.com/	www.linkedin.com
Образование	https://www.monster.co.th/	www.monster.co.th
Образование	https://careercenter.am/ru	careercenter.am
Образование	https://www.techstarthailand.com/en/employer	techstarthailand.com
Образование	http://hr.am/	hr.am
Образование	https://sg.jobstreet.com/	sg.jobstreet.com
Образование	https://job.am/	job.am
Образование	https://www.turkeytalent.com/	www.turkeytalent.com
Образование	https://staff.am/ru	Kariyer.net
Образование	https://jobs.ge/en/	Yeneviris.com
Образование	https://www.hr.ge/	Bne.com.br
Образование	https://jober.ge/ru	Jobsinrio.com
Образование	https://www.myjobs.ge/ru/	Seek.com.au
Образование	https://www.reed.co.uk/	Seek.com.nz
Образование	https://www.timewisejobs.co.uk/	Au.jora.com
Образование	https://www.totaljobs.com/	Nz.jora.com
Образование	https://www.arbeitsagentur.de/privatpersonen/	Trademe.co.nz
Образование	https://www.connecticum.de/	Rigzone.com – нефтянка
Образование	https://www.stellenanzeigen.de/	Monstergulf.com
Образование	https://www.stepstone.de/	Wuzzuf.net/jobs/Egypt
Образование	https://gorodrabot.kz/	Gulftalent.com
Образование	https://www.enbek.kz/ru	Bayt.com
Образование	https://qyzmet.kz/	Naukrigulf.com
Образование	https://www.nationalevacaturebank.nl/	nationalevacaturebank.nl
Образование	https://www.indeed.com/m/	indeed.com
Образование	https://www.werk.nl/werkzoekenden/vacatures/	werk.nl
Образование	https://www.glassdoor.com/Community/index.htm	glassdoor.com
Образование	https://www.bayt.com/en/	bayt.com
Образование	https://www.dice.com/	dice.com
Образование	https://chatru.com/index.php	chatru.com
Образование	https://www.jobisjob.com/m	jobisjob.com
Образование	https://dubaicareers.ae/en/	dubaicareers.ae
Образование	https://www.reed.co.uk/	reed.co.uk
Образование	https://uae.dubizzle.com/	dubizzle.com
Образование	https://www.qapa.fr/	qapa.fr
Образование	https://www.gulftalent.com/	gulftalent.com
Образование	https://xing.com	xing.com
Образование	https://www.itjobs.pt/	itjobs.pt
Образование	https://www.stepstone.de/	stepstone.de
Образование	https://www.net-empregos.com/	net-empregos.com
Образование	https://www.praca.pl/	praca.pl
Образование	https://emprego.sapo.pt/	sapo.pt
Образование	https://www.jobs.pl/	jobs.pl
Образование	https://www.lakodoposla.com/	lakodoposla.com
Образование	https://www.cyprusjobs.com/	cyprusjobs.com
Образование	https://nsz.gov.rs/	nsz.gov.rs
Образование	https://www.cypruswork.com/	cypruswork.com
Образование	https://poslovi.infostud.com/	infostud.com
Образование	https://kariera.com.cy/	kariera.com.cy
Образование	https://www.poslovi.rs/	poslovi.rs
Образование	http://www.oficinaempleo.com/	oficinaempleo.com
Образование	https://www.careerbuilder.com/	careerbuilder.com
Образование	https://rs.gigajob.com/	gigajob.com
Образование	https://www.coolworks.com/	coolworks.com
Образование	https://poslovi.infostud.com/	infostud.com
Образование	https://www.theladders.com/	theladders.com
Образование	https://rabota.by/	rabota.by
Образование	https://www.iskur.gov.tr/en	iskur.gov.tr
Образование	https://praca.by/	praca.by
Образование	https://www.kariyer.net/	kariyer.net
Образование	https://belmeta.com/	belmeta.com
Образование	https://www.secretcv.com/	secretcv.com
Образование	https://thehub.io/	thehub.io
Образование	https://www.yenibiris.com/	yenibiris.com
Образование	https://tyopaikat.oikotie.fi/	oikotie.fi
Образование	https://www.leboncoin.fr/offres_d_emploi/offres	leboncoin.fr
Образование	https://duunitori.fi/	duunitori.fi
Образование	https://www.pole-emploi.fr/accueil/	pole-emploi.fr
Образование	https://www.stepstone.be/en/	stepstone.be
Образование	https://snaphunt.com/	snaphunt.com
Образование	https://www.vacature.be/	vacature.be


